Street,Date_Issued
134TH STREET,5
134th Ave,233
134th Rd,468
134th St,2568
135,5
135 AE,1
135 AVE,81
135 AVENUE,9
135 DR,1
135 DRIVE,1
135 PL,11
135 PLACE,1
135 RD,1
135 ST,140
135 ST 12TH AVE,1
135 STREET,36
1351 ST,0
135AVE,1
135ST,2
135TH,1
135TH 12 AVE,1
135TH 12AVE,1
135TH 12TH AVE,3
135TH AVE,3
135TH ST,9
135TH STREET,1
135th Ave,298
135th Dr,9
135th Pl,160
135th Rd,10
135th St,1844
136,4
136 AV,1
136 AVE,66
136 AVENUE,2
136 RD,18
136 ROAD,1
136 S,1
136 ST,88
136 ST BETWEN,1
136 ST BETWN,1
136 STREET,9
1368/1370/ WEBSTER A,2
136AVE,1
136TH AVE,1
136TH AVENUE,1
136TH ST,4
136TH STREET,1
136th Ave,177
136th Rd,72
136th St,1351
137,2
137  AVE,3
137 AV,3
137 AV E,1
137 AVE,130
137 AVENUE,8
137 RD,8
137 ST,146
137 STREET,44
137 TH ST,2
1372 WASHINGTON AVE,1
13743 134AVL,0
1375 AVE,1
137ST,2
137TH AVE,3
137TH ST,2
137TH STREET,7
137th Ave,1093
137th Pl,23
137th Rd,60
137th St,976
138,2
138 AV,2
138 AVE,43
138 FT,0
138 PL,65
138 PLACE,6
138 RD,13
138 ROAD,1
138 ST,222
138 ST EAST SIDE,1
138 ST WEST SIDE,1
138 STR,1
138 STREET,53
138 STREET .,2
138 STREET STEET,1
138 TH ST,1
138TH,1
138TH ST,4
138TH STREET,5
138th Ave,103
138th Pl,342
138th Rd,19
138th St,3227
139,3
139 AVE,21
139 MARCY PL,1
139 PLACE,2
139 RD,3
139 S,2
139 ST,128
139 STREET,51
139 TH ST,1
139AVE,1
139TH AVE,1
139TH ST,4
139TH STREET,3
139th Ave,96
139th Rd,8
139th St,2069
13AVE,77
13RD AVE,5
13RD ST,3
13RTH AVE,1
13TH,2
13TH  AVE,1
13TH  ST,2
13TH AV,3
13TH AVE,442
13TH AVENUE,87
13TH SR,1
13TH ST,165
13TH ST3,1
13TH STR,1
13TH STREET,51
13THA VENUE,1
13THAVE,3
13rd Ave,5
13th Ave,26937
13th Rd,29
13th St,3209
14,0
14 AV,13
14 AVE,580
14 AVENUE,83
14 B QUEENS BLVD,2
14 DI MIIIHMN 7 11,1
14 PL,1
14 PR,1
14 RD,20
14 ROAD,5
14 SANFORD,1
14 ST,236
14 ST  HOYT AVE NORT,1
14 STR,1
14 STREET,27
14 STRET,1
14 TH AVE,1
14 TH AVENUE,1
14 TH ST,2
140,4
140  W/O C/O,1
140 AV,2
140 AVE,47
140 AVENUE,7
140 E,1
140 FT,1
140 NEW UTRECH,1
140 ST,130
140 STREET,9
1400 PELHAM PKWY,12
1400 PELHAM PKWY S,1
1400 PELHAM PKWY SO,2
1401 NECSCNWO,2
14024,1
1404 IRVC R,1
140FT S/E WILLIAMSBU,1
140TH ST,3
140TH STREET,2
140th Ave,318
140th St,404
141,2
141 AEV,1
141 ATTOTNEY,1
141 AV,3
141 AVE,54
141 AVENUE,3
141 PL,1
141 PLACE,2
141 RD,22
141 ROAD,1
141 ST,67
141 STREET,36
141 TH AVE,1
1410 CROES AVE,2
1411 41 Z,1
1413 HANCOCK ST,1
141ST,1
141ST AVE,4
141st Ave,131
141st Pl,87
141st Rd,94
141st St,4198
142,1
142 AV,2
142 AVE,10
142 AVENUE,1
142 ND ST,2
142 PL,2
142 PLACE,1
142 RD,2
142 ST,66
142 STR,1
142 STREET,7
142 STWALES,1
14216 NUOL,1
14231 37AVE,1
142ND RIVERSIDE DRIV,1
142ND ST,3
142ND STREET,4
142nd Ave,53
142nd Pl,26
142nd Rd,7
142nd St,646
143,1
143  AVE,1
143 AVE,24
143 RD,6
143 RD STREET,1
143 ST,87
143 STREET,9
1437 ILBSTMDW,1
143ND STREET,1
143RD ST,2
143RD STREET,5
143rd Ave,170
143rd Pl,3
143rd Rd,81
143rd St,1375
144,2
144 AV,2
144 AVE,70
144 AVENUE,2
144 DR,3
144 DRIVE,3
144 E,1
144 PL,8
144 PLACE,3
144 RD,7
144 ST,74
144 STREET,8
144 TERR,2
144-01 NORTHERN BLVD,2
144AVE,1
144TH PL,1
144TH ST,1
144TH STREET,1
144th Ave,313
144th Dr,31
144th Pl,442
144th Rd,49
144th St,760
144th Ter,21
145,4
145  AVE,1
145 2AVE,1
145 37 ST 3 AVE,1
145 AV,3
145 AVE,57
145 AVENUE,1
145 CROSS BRONX,2
145 DR,10
145 DRIVE,3
145 FATHER SRIZER,1
145 FEET N/W C/O 334,1
145 LN,1
145 LUNE,1
145 PL,8
145 PLACE,1
145 RD,29
145 ROAD,2
145 ST,78
145 ST AVE,1
145 STR,2
145 STREET,9
145 W 135,1
145 W INSIDE,1
145AVE,2
145TH ST,4
145TH STREET,1
145th Ave,468
145th Dr,143
145th Pl,69
145th Rd,131
145th St,507
145th St Brg,5
146,4
146  STREET,1
146 AV,3
146 AVE,15
146 AVENUE,3
146 B9 ST,1
146 DR,4
146 DRIVE,1
146 RD,11
146 ROAD,2
146 ST,238
146 ST 50FT S/O 28AV,1
146 ST 5FT,1
146 ST BTW 6TH & 7TH,1
146 STREET,33
146 TERR,7
146 TERRACE,1
1462 WEBSTER AVENUE,2
146RD,1
146ST,3
146TH AVE,1
146TH ST,18
146TH STREET,5
146th Ave,182
146th Dr,76
146th Pl,11
146th Rd,68
146th St,3275
146th Ter,118
147,5
147 AV,5
147 AVE,81
147 AVENUE,5
147 DR,20
147 DR 25321,1
147 DRIVE,3
147 PL,15
147 PLACE,16
147 PLC,2
147 RD,31
147 RD.,1
147 ROAD,1
147 ST,240
147 ST RD GREEN STRE,1
147 ST.,1
147 STREET,84
147-22 182 ST,1
1471 NML4RN 81,1
1475 POPHAM,1
1478ST,1
147PL,2
147ST,0
147TH,1
147TH AVE,0
147TH AVENUE,1
147TH PL,1
147TH RD,1
147TH ST,15
147TH STREET,6
147th Ave,458
147th Dr,126
147th Pl,1161
147th Rd,99
147th St,2481
148 A,1
148 AV,2
148 AVE,54
148 AVENUE,4
148 DR,24
148 DRIVE,2
148 PL,3
148 RD,29
148 ROAD,4
148 ST,153
148 ST 20FEET,1
148 STREET,34
148 TH,1
148 TH ST,1
148 WEST,1
148-42 87,1
148A,1
148ST,3
148TH RD,3
148TH ST,4
148TH STREET,16
148THS DR,1
148th Ave,939
148th Dr,172
148th Pl,35
148th Rd,308
148th St,6431
149,6
149  AVE,2
149 AV,4
149 AVE,341
149 AVE & 150 RD,1
149 AVENUE,20
149 DR,2
149 DRIVE,1
149 PL,83
149 PLACE,21
149 RD,53
149 ROAD,10
149 ST,426
149 ST.,1
149 STR,1
149 STREET,226
149 TH ST,2
1491 ST JOHNS PL,1
149AVE,1
149PL,2
149ST,7
149TH,1
149TH AVE,31
149TH AVENUE,4
149TH ST,11
149TH STREET,3
149th Ave,3372
149th Dr,77
149th Pl,547
149th Rd,355
149th St,3745
14AVE,29
14BLEECKER ST,1
14C21 1  IVR,1
14PL,1
14S T,1
14ST,5
14ST.JOHNS PL,1
14TG AVE,1
14TH,4
14TH  ST,1
14TH AV,2
14TH AVE,266
14TH AVENUE,83
14TH AVNUE,1
14TH ROAD,2
14TH ST,118
14TH STR,1
14TH STREET,27
14th Ave,9133
14th Pl,11
14th Rd,519
14th St,3145
15,1
15  24 AVE,1
15  E 108 ST,2
15  FR S/E CNR ROCHE,1
15  FROM PRESIDENT S,1
15  N/E C/O 2ND AVE,2
15  N/E C/O 51 ST,1
15  N/E C/O 98 ST,1
15  N/E C/O GRAND AV,2
15  N/O 29TH ST,1
15  N/O C/O 222 ST,1
15  N/O RIVERDALE ST,1
15  N/O SLIP,1
15  N/W C/O EVERGREE,1
15  S/E C/O 18 PARK,1
15  S/EC/O JEWEL AVE,1
15  S/O 162 MULBERRY,1
15  W/E 42ND ST,1
15  W/O BLDG 122 WAR,1
15  W/O BLDG 123 WAR,1
15 34 AVE,1
15 AV,11
15 AVE,381
15 AVENUE,24
15 C/O 173 ST,1
15 C/O BROOK AVE,2
15 CW,1
15 DR,11
15 DR.,2
15 DRIVE,3
15 FEET FROM N/E COR,1
15 FEET OF OCEAN AVE,1
15 FEET WEST MANGIN,1
15 FT E/O W 65 ST,1
15 FT FROM S/W C/O,1
15 FT N/O N/W C/O,1
15 FT N/O ROCKAWAY B,1
15 FT N/OF MYRTLE AV,1
15 FT OF CEDAR ST,1
15 FT SOUTH FROM THE,1
15 FT W 236 ST,1
15 FT WEST OF CORNER,1
15 PLACE,0
15 RD,9
15 ROAD,3
15 ST,161
15 ST HOYTT AVE,2
15 STREET,34
15 TH AVE,1
15 TH AVENUE,2
15 WIIIIWN WT N 5N L,1
15-20  S/O PARK PL,1
150,4
150  E FROM E 164 ST,1
150  E/B OF 59TH STR,2
150  E/O BAY PKWY,1
150  E/O S/E C/O BED,1
150  OF 825,1
150  S/O EAST PKWAY,1
150  S/O54 ST,1
150  STREET,2
150  W/OS/W BEDELLST,1
150 150 STREET,1
150 AT,0
150 AVE,55
150 AVENUE,6
150 BOYNTON AVE,2
150 CROWN ST,1
150 DRIVE,1
150 FEET N/W C/O 334,1
150 FEET N/W C/O FUR,1
150 FEET S/W C/O,1
150 FT  NORTH OF 134,1
150 FT C/OF GRANT AV,1
150 FT E OF 59TH ST,1
150 FT E/O 5820 BAY,1
150 FT NORTH OF W 11,1
150 FT S/W 127 AVE,1
150 FT S/W C/O 130 S,1
150 FT SOUTH OF 127,1
150 FT SOUTH WEST C,1
150 FT WEST OF INDEP,1
150 FT WEST OF YELLO,1
150 PL,30
150 PLACE,5
150 PLC,2
150 RD,7
150 RD & 149 AV,2
150 RD & 149 AVE,2
150 ROAD,3
150 S/O BEDELL ST,1
150 SOUTH OF MANTON,1
150 ST,467
150 ST BETWEEN,1
150 ST.,1
150 STREET,229
150 SYT,1
150 TH AVENUE,0
150 TH ST,2
150 W119TH ST,1
150 YARDS SOUTH C/O,0
1500FT S/O S/E C/O,1
150138 LWTQIH,1
150AVE,1
150FT C/O BEDFOR AVE,10
150FT E/C WILLIAMSBU,2
150FT FROM N/E C/O,2
150FT NORTH 68 STREE,1
150FT S/E CORNER,2
150FT S/E WILLIAMBUR,1
150FT SOUTH OF W 118,1
150ST,13
150TH,2
150TH AVENUE,3
150TH RD,10
150TH ROAD,2
150TH ST,27
150TH STREET,6
150th Ave,394
150th Dr,22
150th Pl,391
150th Rd,727
150th St,7653
151,1
151 AVE,20
151 AVENUE,8
151 PL,1
151 ST,16
151 STREET,6
1518 ST,1
151AVE,1
151TH ST,1
151TH STREET,2
151st Ave,153
151st Pl,33
151st St,178
152 AVE,1
152 ST,42
152 STREET,26
152ND ST,1
152ND STREET,1
152nd Ave,7
152nd St,552
153,10
153  ST 50FT,1
153 AVE,30
153 AVENUE,8
153 LANE,7
153 LANE 200FT,0
153 LN,2
153 PL,13
153 RD ST,1
153 RD STREET,1
153 S,2
153 ST,247
153 ST / ARCHER AVE,1
153 ST 10FT,2
153 ST 20FT,1
153 ST ARCHER AVE,1
153 STREET,15
1535 TNJIOR AN,1
153AVE,2
153RD AVE,2
153RD ST,2
153RD STREET,4
153TH,1
153rd Ave,148
153rd Ct,1
153rd Ln,11
153rd Pl,72
153rd St,5901
154 AVE,2
154 PL,1
154 RD,2
154 ST,129
154 STREET,20
1540,1
1544 1 CSRINTREHR,1
154th Pl,17
154th St,626
155,3
155 AV,1
155 AVE,9
155 AVENUE,5
155 DR,1
155 EAST,1
155 PL,1
155 ST,134
155 STREET,16
155 STREET/ BAISLEY,1
1550 7TI7HN 54,2
155ST,3
155TH ST,1
155TH STREET,1
155th Ave,188
155th St,1027
156,4
156  ST,1
156 AVE,40
156 AVE & 79 ST,1
156 AVENUE,2
156 E,3
156 ST,105
156 STREET,13
156 TH STREET,1
156TH ST,2
156TH ST BX NY,1
156TH STREET,1
156th Ave,610
156th Pl,4
156th St,1306
157,4
157 AV,1
157 AVE,15
157 AVE   79 ST,1
157 AVENUE,1
157 ST,109
157 ST.,1
157 STREET,17
157AVE,1
157TH ST,3
157th Ave,377
157th St,1421
158,1
158 AVE,16
158 ST,143
158 STR,1
158 STREET,15
158-18 RIVERSIDE DRV,1
158-46,1
158ST,2
158TH,1
158TH AVE,2
158TH ST,8
158TH ST BTN WALTON,11
158TH STREET,3
158th Ave,248
158th St,576
159  AVE,1
159 AVE,8
159 AVENUE,1
159 DR,1
159 RD,4
159 ST,168
159 STREEET,1
159 STREET,8
159-38 HRD,0
1599 AAII RI,1
159ST,3
159TH,1
159TH S,1
159TH ST,3
159TH STREET,2
159th Ave,194
159th Dr,3
159th Rd,201
159th St,2137
15AVE,16
15C,1
15FT E/O CLAY STREET,1
15FT FROM 81 ST,1
15FT FROM N/E C/O,2
15FT FROM N/E C/O  9,1
15FT N/B MONTAGUE ST,1
15FT N/O FEDSALL AVE,1
15FT N/WC/O WYRE,1
15FT S/OS/WC/O 9 AVE,1
15FT SOUTH OF AVE A,1
15FT W 253 ST,1
15FT W OF S/W C/O,2
15FT W/O E 96 ST,1
15FT W/O I/O 17 AVE,1
15RD,1
15RD ST,1
15ST,1
15ST STREET,1
15TH,4
15TH  6FT,1
15TH  RD,1
15TH  ST,1
15TH ASVE,1
15TH AV,1
15TH AVE,252
15TH AVE.,1
15TH AVENUE,21
15TH AVER,1
15TH DR,1
15TH PLACE,1
15TH ST,117
15TH STREET,43
15THAVE,1
15th Ave,2407
15th Dr,60
15th Rd,81
15th St,2190
16,1
16 0229 CINIC ANNN R,0
16 AV,15
16 AVE,842
16 AVE  N/E C/O 56 S,1
16 AVE C/O,1
16 AVE.,2
16 AVENUE,90
16 AVEW,1
16 DR,2
16 DRIVE,1
16 LN,1
16 RD,9
16 ROAD,1
16 ST,88
16 STREET,8
16 TH AVE,3
16 TH ST,4
16 W,1
16 W 48,1
160,8
160  ST,1
160  ST 10FT,1
160 AVE,6
160 ST,390
160 ST.,1
160 STREET,52
160 TH STREET,1
1600TH CLAREMONT PAR,1
"16010 BROADWAY,",1
160FT NORTH OF W 116,1
160ST,2
160TH S,1
160TH ST,12
160TH STREET,13
160th Ave,174
160th St,7311
161,8
161 AVE,5
161 AVENUE,1
161 PL,4
161 S,1
161 ST,385
161 ST STREET,1
161 ST.,1
161 STREET,47
161ST,4
161ST AVE,1
161ST ST,2
161ST STREET,1
161TH ST,1
161st Ave,423
161st Pl,5
161st St,7801
162,4
162  ST,1
162 AVE,4
162 DR,1
162 ND ST,2
162 ST,336
162 ST.,1
162 STREET,34
162ND ST,10
162ND STREET,11
162ST,1
162TH STREET,1
162nd Ave,42
162nd St,10064
163 AVE,1
163 AVENUE,1
163 PL,4
163 PLACE,1
163 RD ST,1
163 ST,215
163 STREET,23
1637 BEDFORD AVE,1
163RD ST,8
163RD STREET,8
163rd Ave,258
163rd Dr,9
163rd Pl,1
163rd Rd,14
163rd St,5223
164,7
164 AVE,4
164 DREW,1
164 ICVIC MLH,1
164 PL,5
164 PLACE,2
164 R,1
164 RD,2
164 SST,1
164 ST,339
164 ST 86-47,1
164 ST JAMAICA NY 11,1
164 STREET,99
164 TH ST,2
164 TH STREET,0
1641 I3 IWHMI,1
164RD,1
164TH,2
164TH JAMAICA NY,1
164TH ST,37
164TH ST JAM. N/O ER,1
164TH ST JAMAICA NY,2
164TH ST QUEENS HOSP,1
164TH ST. QUEENS HOS,1
164TH ST.QUEENS HOSP,3
164TH STREET,15
164th Ave,59
164th Pl,239
164th Rd,13
164th St,10786
165,5
165 AVE,2
165 ST,284
165 ST N/B,2
165 STR,1
165 STREET,78
1650 BEDFORD AVE,1
165ST ST,1
165TH,1
165TH AVE,1
165TH AVENUE,1
165TH ST,13
165TH STREET,4
165th Ave,68
165th St,6362
165th Street Steps,5
166,1
166 2 RROADNM,1
166 AVE,1
166 PL,23
166 PLACE,14
166 ST,201
166 ST S/O,1
166 STREET,79
1660 IYADISM AVE,1
1662 BIOACWAX,1
166PL 100 YDS OFF,1
166ST,2
166TH ST,2
166th Pl,534
166th St,843
167,2
167 ST,155
167 ST N/W,1
167 STREET,70
1670 SEWARD AVE,1
167ST,1
167TH ST,2
167TH STREET,2
167th St,1145
168,1
168 LN,1
168 PL,41
168 PLACE,19
168 ST,185
168 ST O/P,1
168 STREET,49
168 STREET REAR OF,0
168 TH ST,2
1680 RANDALL AVE,1
168ST,1
168TH,1
168TH PL,5
168TH PLACE,3
168TH ST,14
168TH ST JAMAICA,1
168TH STREET,2
168th Pl,2236
168th St,1482
169,2
169  ST,1
169 PL,3
169 ST,173
169 ST 89-43 169ST,1
169 STREET,26
169TH ST,10
169TH STREET,2
169th Pl,78
169th St,1909
16AV,1
16AVE,58
16RD,3
16RTH ST,1
16TH,1
16TH  AVE,4
16TH  STREET,1
16TH ABE,1
16TH AV,1
16TH AVE,260
16TH AVE AVE,1
16TH AVENUE,49
16TH RD,1
16TH ST,392
16TH ST EAST,1
16TH STREET,32
16TH SVE,1
16THS T,1
16th Ave,5897
16th Dr,4
16th Rd,95
16th St,1393
17  AVE,1
17 145 ST,1
17 AE,1
17 AV,4
17 AVE,262
17 AVE W 17,1
17 AVENUE,30
17 CT,1
17 DR,1
17 JAMAICA AVE,1
17 RD,13
17 ROAD,2
17 ST,50
17 STATE ST,1
17 STREET,10
170  S/W C/O BEACH S,1
170  W/O SOUTH AVE,1
170 AVE,1
170 ST,186
170 STR,1
170 STREET,27
170 TH STREET,4
170 W 233 ST,1
170ST,1
170TH,1
170TH ST,3
170TH STREET,2
170th Pl,2
170th St,1472
171 511KP 1M71R,1
171 PL,9
171 PLACE,1
171 PLC,5
171 ST,128
171 ST.,1
171 STREET,47
1715 DR,2
171ST,1
171ST ST,1
171TH ST,1
171st Pl,74
171st St,1236
172,3
172  STREET,1
172 AVE,1
172 SR,1
172 ST,99
172 STREET,17
172ND ST,22
172ND STREET,2
172nd St,1525
173,5
173 BUFFALO AVE,1
173 CT,0
173 RD,1
173 ST,163
173 ST THIRD AVE,1
173 ST.,1
173 STREET,13
173RD ST,3
173RD STREET,4
173rd St,1180
174,1
174 PL,1
174 ST,35
174 STREET,12
174 TH ST,2
1745 C IIAMIJERR STR,0
174TH ST,2
174TH STREET,1
174th Pl,12
174th St,277
175 FT FROM W/S WEBS,1
175 PL,3
175 PLACE,3
175 ST,89
175 STREET,29
175TH ST,4
175TH STREET,12
175th Pl,20
175th St,1802
176,2
176  ST,1
176 AVE,1
176 PL,1
176 PLACE,1
176 ST,54
176 ST BETW WATER 10,11
176 ST BETWEEN WATER,11
176 ST WATERLOO AVE,1
176 STREET,13
176 TH ST,1
1765 UNION ST,1
176TH STREET,2
176th Pl,17
176th St,831
177,2
177 PL,1
177 PLACE,1
177 RD,1
177 ROAD,2
177 ST,53
177 STREET,19
177 WOOD RUFF3,1
177TH PL,3
177TH ST,1
177TH STREET,3
177th Pl,74
177th St,783
178,1
178 PL,14
178 PLACE,4
178 SIDE OF,1
178 ST,37
178 STREET,5
1780 WALTON AVE,1
1780 WATSON AVE,1
178TH,2
178TH S,1
178TH ST,3
178TH STREET,3
178th Pl,133
178th St,972
179,1
179 AVE,1
179 PL,14
179 PLACE,3
179 ST,49
179 STREET,6
179 TH ST,1
179TH,1
179TH PL,2
179TH PLACE,2
179TH ST,6
179TH STREET,2
179th Pl,552
179th St,1032
17AVE,5
17RD,3
17TH  AVE,2
17TH AV,2
17TH AVE,198
17TH AVENUE,21
17TH AVES,2
17TH AVWE,1
17TH RD,3
17TH ROAD,2
17TH ST,75
17TH STREET,14
17th Ave,1742
17th Ct,7
17th Rd,108
17th St,1178
18,3
18  AVE,2
18 3RD AVE,1
18 84 ESI  KCM,1
18 A,1
18 AE,20
18 AV,36
18 AVE,1210
18 AVE9 P S. 134,1
18 AVENUE,19
18 AVEQ,1
18 AVR,1
18 DR,4
18 PL,8
18 RD,4
18 ST,77
18 STREET,15
18 TH AVE,8
18 TH AVENUE,1
180,7
180  E/O SOUTHER C/O,1
180 AVE,2
180 FT E/S WEBSTER A,0
180 FT. WASHINGTON A,11
180 RD,2
180 ST,171
180 STREET,15
180 STREET STREET,1
180 TH ST,22
180ST,3
180TH,1
180TH ST,6
180TH STREET,10
180th St,1403
181,1
181 AVE,2
181 PL,1
181 ST,50
181 ST BETWEEN HUGLU,1
181 ST S T,1
181 STREET,7
1817,1
181ST,3
181ST ST,1
181ST STREET,7
181TH AVENUE,1
181TH STREET,1
181st Pl,24
181st St,711
182,2
182 MACDONOUGH,1
182 PL,10
182 PLACE,1
182 ST,47
182 STREET,20
182-01,1
182ND PL,4
182ND STREET,1
182nd Pl,248
182nd St,1011
183,3
183 AVE,1
183 PL,3
183 RD ST,0
183 ST,44
183 STREET,16
183RD ST,12
183RD STREET,3
183rd Pl,36
183rd St,653
184,2
184 LN,1
184 PL,4
184 ST,48
184 STREET,6
184TH ST,1
184TH STREET,1
184th Pl,180
184th St,702
185,1
185 HEMLOCK ST,1
185 ST,26
185 ST 40,1
185 ST BETWEEN PINEH,1
185 STREET,3
185 TRANKIN AVE,2
185-25,1
185TH ST,2
185TH STREET,1
185th St,553
186  ST,1
186 AVE,1
186 LA,1
186 LANE,16
186 LM,1
186 LN,40
186 ST,18
186 STREET,1
186LN,1
186TH LA,1
186TH LANE,2
186TH LM,1
186TH LN,1
186th Ln,77
186th St,475
187,1
187 AVE,0
187 ISAN 2257,0
187 M ANE,1
187 PL,1
187 ST,18
187 STREET,6
1879 M915M MB,1
187TH,1
187TH AVE,1
187TH ST,1
187TH STREET,2
187th Pl,117
187th St,383
188,5
188 AVE,1
188 MADISON AVE,1
188 ST,79
188 STREET,3
18820C,1
188TH ST,6
188TH STREET,2
188th St,1906
189,1
189 AVE,1
189 PL,1
189 ST,36
189 STREET,9
189TH ST,1
189th St,573
18A LN,1
18A VE,1
18AV,3
18AVE,77
18H AVE,1
18RD ST,3
18RTH AVENUE,1
18TH,30
18TH  9TH AVE,1
18TH  AVE,2
18TH 9TH AVE,2
18TH AE,4
18TH AV,21
18TH AVE,1475
18TH AVE3,1
18TH AVENU,1
18TH AVENU8E,1
18TH AVENUE,391
18TH AVER,3
18TH PL,1
18TH RD,62
18TH ST,78
18TH STREET,26
18TH STRET,1
18THA VE,1
18THAVE,1
18THH AVE,2
18th Ave,15636
18th Rd,13
18th St,1651
19  AVE,1
19  ST,1
19 AV,1
19 AVE,203
19 AVENUE,39
19 AVW,1
19 DR,1
19 JAMAICA AVE,1
19 LA,6
19 LANE,0
19 LN,2
19 PL,1
19 RD,2
19 ROAD,1
19 ST,115
19 ST - HOYT AVE NOR,2
19 ST FRANCIS PL,1
19 ST HOYT AVE,1
19 ST HOYT AVE NORTH,7
19 ST HOYTT AVE N,1
19 STREET,20
19 TH STREET,1
19 THST,1
19 VE,1
19-73,1
190,2
190 AVE,1
190 LANE,2
190 LN,3
190 PLC,1
190 ST,65
190 STREET,11
1905 STORY AVE,3
190TH LN,1
190TH STREET,1
190th Ave,4
190th Ln,27
190th Pl,18
190th St,736
191 AVE,1
191 ST,24
191 STREET,8
1915 ARCKDS,1
191st St,527
192 ST,71
192 STREET,11
1920 MCGRAW AVE,1
192ND,1
192ND ST,4
192ND STREET,2
192nd St,590
193,1
193 AND 197,1
193 LANE,3
193 LN,1
193 RD ST,1
193 ST,65
193 ST UNION TPKE,1
193 STREET,12
1932,1
193RD STREET,2
193rd Ln,17
193rd St,632
194  ST,1
194 LANA,1
194 LN,2
194 ST,92
194 STREET,12
194 TH ST,1
194TH ST,1
194th Ln,26
194th St,385
195,1
195 AVE,2
195 LA,1
195 LANE,1
195 LN,2
195 PL,3
195 ST,44
195 STREET,9
195TH ST,2
195th Ln,16
195th Pl,78
195th St,425
196,1
196 LANE,1
196 OL,1
196 PL,2
196 ST,63
196 STREET,3
196TH ST,1
196th Pl,36
196th St,404
197 AVE,2
197 ST,48
197 STREET,6
197 W 37 ST,1
197th St,403
198 AVE,1
198 RD,1
198 ST,62
198 STREET,10
1980,1
198ST,1
198TH ST,2
198th St,374
199,1
199 AVE,1
199 PL,1
199 ST,130
199 STREET,21
199ST,1
199TH ST,3
199TH STREET,0
199th St,465
19AVE,12
19RD,3
19ST,4
19TH,3
19TH  ST,1
19TH AV,1
19TH AVE,102
19TH AVE ASTORIA,1
19TH AVENUE,28
19TH LA,1
19TH LANE,2
19TH LN,1
19TH ST,62
19TH STREET,28
19th Ave,2447
19th Dr,54
19th Ln,101
19th Rd,108
19th St,1644
1AV,2
1AVE,40
1AVENUE,4
1D1 91EN114 SIRCCI,1
1E 34,1
1FDR DR,1
1L3574424AVE,1
1LINCOLN AVE,0
1N9 1411N224 MH,1
1RIVERSIDE DRIVE,1
1RVING AVE,1
1SR AVE,1
1ST,73
1ST  AVE,2
1ST  PLACE,1
1ST +,1
1ST 4 ST,1
1ST AE,1
1ST AV,62
1ST AVE,3290
"1ST AVE , NY , NY 10",1
1ST AVE - BMM,1
1ST AVE 80 FT S/O,1
1ST AVE COOP,1
1ST AVE LOOP,4
1ST AVE LOT,1
1ST AVE NEW YORK NY,1
1ST AVE NY NY,1
1ST AVE NY NY 10010,1
1ST AVE NY NY 10029,1
1ST AVE.,1
1ST AVED,1
1ST AVENUE,369
1ST AVENUE SPOT 78,1
1ST AVEW,1
1ST COURT,1
1ST CT,2
1ST FT FDR DR,1
1ST PL,21
1ST PLACE,43
1ST ST,77
1ST STR,1
1ST STREEET,1
1ST STREET,48
1ST W/O 7TH AVE ON,1
1STAVE,4
1TH AVE,3
1TH AVENUE,1
1U8 TENIMORE ST,1
1Y7 11 I1L415NIL4T7,1
1`8TH AVE,1
1place,11
1st Ave,77430
1st Ct,38
1st Pl,1428
1st St,2209
2,7
2  AVE,1
2  E/O 6 AVE,1
2  FR. CAPODANNO BLV,2
2  FT,1
2 01 ST,1
2 6 2,1
2 9 ST,1
2 AE,3
2 AV,21
2 AVE,1504
2 AVE SERVICE RD,1
2 AVENUE,134
2 AVGE,1
2 BRIGHTON 4TH ROAD,2
2 DRIVE,1
2 EAST,1
2 FEET FROM DITMAS B,1
2 FEET SOUTH ON S/E,1
2 FT N/W SIDE DELMON,1
2 FT WEST OF SPENCER,1
2 J 6N2 1 2 7 21,1
2 ND,1
2 ND AVE,34
2 ND AVENUE,1
2 ND ST.,1
2 PACIFIC,1
2 PL,3
2 PLACE,1
2 RIVER TERRACE,11
2 ST,167
2 ST AVE,1
2 STREET,5
2 WAINWRIGHT AVE,1
2 place,32
20,2
20  5TH AVE,1
20  C/O E 68,1
20  C/O SCHERMERHORN,1
20  CONCORD ST,1
20  E/O 162 ST,2
20  E/O C/O 174 ST,1
20  E/O CRS BX,1
20  E/O RIVER ST,1
20  E226 ST WEST OF,1
20  EAST OF62RD,1
20  FROM 1184 E 35 S,1
20  FROM 149 GREENE,1
20  FROM LEFFERTS BL,1
20  FROM LIBERTY AVE,1
20  FROM N/W C/O,1
20  N/E C/O 16 AEV,1
20  N/E C/O E 150 ST,1
20  N/E C/O E 37 ST,1
20  N/E C/O E 89 ST,1
20  N/O SUTPHIN,1
20  N/ON/EOFN83,1
20  N/W C/OW 116 ST,1
20  N/W CO. MARAN PL,1
20  ON 88TH,1
20  S/E C/O HICKS ST,1
20  S/E C/O W 171 ST,1
20  S/O 123 ST,1
20  S/O 157,1
20  S/O 164 ST,1
20  S/O 77 AVE,9
20  S/O E 69 ST,1
20  S/O W 126 STREET,1
20  S/O WHITE,1
20  SOUTH 130 AVE,1
20  SOUTH 133 AVE,1
20  SOUTH OF WESTCHE,1
20  W/O 23 STREET,1
20  W/O 5 AVE,1
20  W/O 9 AVE,1
20  W/O BROADWAY,1
20  W/O PIER  6,1
20 1 AVE,1
20 47 AVE,1
20 50 AVE,1
20 57 ST,1
20 AE,1
